评论日期,评论内容,产品名,点赞数,子评论数/追评数,一级评论,二级评论,三级评论
2024,This was a very well laid out review. Very witty too. Well done.,,1,0,,,
2025,"yooooo solid video man, i usually dont comment but your attention to detail here waas flawless. my man even included the all dark room footage. subscribed and keep it up !",,1,0,,,
2025,"Your voice is fabulous. I do VO as my main job in UK, so my ears pricked up when I heard you. Great review - thanks watts!",,2,0,,,
2023,dang this video is so cool and chill at the same time,,0,0,,,
2024,"Came here for just specs and a review, stayed and subscribed for the man's molten chocolate voice.",,8,0,,,
2023,Very good editing and good video. I suggest side by side comparison of the two (e.g. when you show how bright they are in the dark room etc.),,7,0,,,
2023,Great video. Your deep voice makes it a therapeutic review lol.,,0,0,,,
2年前（修改过）,"At the intro I felt like we are solving a crime 
Good editing though",,0,0,,,
2023,"Great, objective and honest comparison. Thanks, man!",,2,0,,,
2023,"thank you so much. Short Video with all the information i need.
The Video was so cool and calming. Haven't ever seen such a cool review!
Thanks!",,0,0,,,
2025-11,"Great review, Watts! Thanks for sharing!",,0,0,,,
2024,Your channels gonna grow mann...,,1,0,,,
3年前（修改过）,Well done. I enjoyed watching your simple yet deep and straightforward review.  That was fun. Thank you very much,,0,0,,,
2023,"Hey man, this video was excellent and pointed out some pros and cons of light bars for me. I am looking into getting one and this was very helpful! Thanks a bunch",,0,0,,,
2023,"Baseus one slowly sags after time, returned and got the Benq. No problems yet.",,1,0,,,
2024,Great review brother,,1,0,,,
2023,Wow great review.  Subbed.,,0,0,,,
2023,"Wow I already ordered a light bar but got this suggestion and enjoying the whole video. This should've showed up way earlier when I was actually searching, so informative, so good. Keep it up you're going to be huge soon love the talking to self and the text animations, so fun yet classy and not distracting",,6,0,,,
2022,"When I watched this video I looked at the description and then see that you have 2k subs!! By the quality of this video I would’ve assumed way more!!
Keep up the good work!",,4,0,,,
2023,"your presentation, great editing, and the depth of your reviews is well done. Thanks man",,3,0,,,
2025,"In my country, BenQ costs 150$, and Baseus costs 25$. Baseus is 6 times cheaper, so i chose it. Btw, you deserve way much more subs!",,2,0,,,
2023,"Dude, this video was extremely helpful and the editing/style helped me decide! You rock man, keep it up!",,2,0,,,
2022,"i never leave comments, but this video of yours was worth my time. nice voice modulation.",,2,0,,,
2022,Love your quality videos and honest reviews of products  always keeping it real,,2,0,,,
2022,thx i will buy old model baseus  because new model will give pressure to monitor,,1,0,,,
2025,Hi! where can I download your desktop wallpaper?,,0,0,,,
2022,"An honest and straight on the point review, thanks.",,2,0,,,
2026-01,"Hi, thoughts on the BenQ Laptop Bar for MacBook Pro users?",,0,0,,,
2023,"Baseus makes a lot of awesome products at great bang-for-your-buck value. I originally found the brand through the awesome chargers they make, then noticed that their batteries and so on. Very interesting brand that people are sleeping on.",,1,0,,,
2023,well you did give me much needed info on deciding my purchase. thanks a bloody ton,,1,0,,,
2023,All around fantastic video. Exactly what I was looking for.,,1,0,,,
2022,The quality of the video is very good. and you have a fantastic voice. Thanks a lot,,1,0,,,
2022,This is great stuff watts! The content is on pointttt dude! I’ve never considered these as options,,1,0,,,
2023,"What a great vid!
Your voice is soo soothing and you've raised some great points that other reviewers have not touched on. Subbed and liked",,0,0,,,
2023,Hey nice video. But i have 1 question. I have hp m24fwa monitor which is a ultra slim monitor (kind of border less). Will besus light bar will fit to my monitor???,,0,0,,,
2023,"Great review, very informative and helpful, thank you so much",,1,0,,,
2022,"Normaly i don't leave a comment below a yt video, but i need to say that you're delivering some good quality overhere! keep up the good work!",,2,0,,,
2022,Thank you so much for this video!!!! Very very helpful,,1,0,,,
2022,I say better goes on with the iMac as it would keep you and your MacBook connected also as the same kind of experiences in desktop computers..,,1,0,,,
2024,Thank you/,,1,0,,,
2023,your video production and quality is top notch!!,,1,0,,,
2023,"Love your shot, ligthings and how you present your Video!",,1,0,,,
2023,"Thanks man, you've helped me make my decision. :)",,1,0,,,
2023,"Great video! This was so helpful, love it!",,0,0,,,
2024,"Hey, I have the same exact keyboard (using it to type this comment)!",,0,0,,,
2023,Subscribed. Lucky for me the YouTube algorithms did bring me here when I was looking for a light bar and comparisons between the BenQ. Good job on this one I really appreciate the information and it's giving me a lot to look at and consider.,,1,0,,,
2023,Really helpful video man. Thanks much!,,0,0,,,
2023,What a refreshing review video style... subbed,,1,0,,,
2022,Goated comparison video my boy. Got my sub.,,1,0,,,
2023,"my man , thats a awesome comparison im going with the baseus lightbar tho, it fits with my budget perfectly",,1,0,,,
2023,I can’t find the baseus light bar,,0,0,,,
2024,Hey bro I have a Samsung odyssey g5 32” . It’s curved can you please tell me if the baseus can fit the monitor ? Please bro respond,,0,0,,,
2023,"lord.. your video was amazing, and so refreshing. and calming .. nicely done. new sub Watts",,1,0,,,
2023,"You are the best , amazing work !)",,0,0,,,
2023,LOVE IT ! Very good review best one for REAL !!!!,,1,0,,,
2023,"Very high quality review, subbed",,1,0,,,
2024,I know this review is 1 year old. 2 questions. Have you changed your mind any since then?  Also looking for recommendations for a light for my dual screen setup. Monitors are set where they touch (slight V) and a little dark when working.,,0,0,,,
2022,Best video on the Baseus Light Bar.,,1,0,,,
2024,"This was a seriosly great video, I've been doing a lot of research and your video is the best I've seen, keep it up +1sub king",,1,0,,,
2022,"I’m almost a 100% sure that this Channel will become one of the biggest in the platform, continue doing this awesome videos :).",,1,0,,,
2022,"great video man, deserves my like and sub",,1,0,,,
2023,i like this mans voice. also good comparison,,1,0,,,
2023,"Holy shit, I just subconsciously assumed you have 5-600k subscribers, your production quality is phenomenal. You just earned a sub!",,1,0,,,
2022,"really nice edits, great video!",,1,0,,,
2023,Great video and able to help creators save some money for a VERY similar quality products.,,1,0,,,
2022,How do you not have more followers? Amazing production quality,,2,0,,,
2023,"Hey, I would rather recommend the Xiaomi Mi Monitor Light bar :) Its only 40$ and way better in my opinion.",,0,0,,,
2024,"Hey I'm thinking of buying baseus , should i buy it but  i have a   basel less display Benq Modius is there any issue with baseus light bar.. pls reply I'm afraid to buy",,0,0,,,
2024,like your dog sticker XD,,0,0,,,
2022,"Great video. The effort you put into these is so commendable. Gonna order me a Baseus now too I think, thanks!",,6,0,,,
2022,Great Video my guy !,,1,0,,,
2023,"Great video, thanks!",,1,0,,,
2023,"Thanks for your work, really appreciate it! Will subscribe from my different accounts to your channel!",,0,0,,,
2022,I'm a fan on the Ben Q never tried the other one mentioned,,1,0,,,
2023,Great video man,,0,0,,,
2022,"Nice editing, simple and to the point, just suggesting, not pushing people to buy one or another. And nice calming voice and no screaming “ ITS AMAZING YOU GOTTA GET ONE” +1 sub",,2,0,,,
2023,Nice Video! I have never heard of this Baseus Monitor Light Bar before. I have 2 Quntis Light Bar on 2 different setup which has very similar spec (Auto dimming and color temperature) to the more expensive BenQ. Also a third of the price of the BenQ. I like your channel!,,0,0,,,
2022,I gave my benq to my wife and now I have no light bar. My intended to find an alternative and then take my benq back. You’re doing the lord’s work.,,9,0,,,
2023,"Just watched other video that told to buy anything but Baseus. Guess it works for you. Looking at Xiaomi variant myself, but still looking into comparisons.
Nice video!",,1,0,,,
2023,"Nice video, bro. 
What is the mousepad?",,1,0,,,
3年前（修改过）,"Maybe you can try flip the RK84 keyboard frame so the logo is in the backside. It'll look minimalist. 

Nice quality video & sleek voice tho.",,1,0,,,
2022,"Hey man, just magically found your video and I just want to say I love the production quality of your videos. Super aesthethic and just a 5 experience.",,5,0,,,
2022,"Nice quality content! Think I'll go with the Xiaomi, similar price to the Baseus but better reviewsW",,2,0,,,
2022,A like from India,,1,0,,,
2022,You deserve more viewers and subscribers! Masterpiece video editing. And good honest review. Thumbs up!,,6,0,,,
2023,"Hey man loved the video. Gonna buy the Baesus right now  I have a question though, where did you / what brand is the mice mat you have",,1,0,,,
2025-12,Can it be used on a laptop?,,0,0,,,
2023,Great video man. I wanna add something like this to my desk. I’ll between the BenQ or one of the alternatives.,,1,0,,,
2023,Pleasesend me your pc wallpaper,,0,0,,,
2023,"Neither, the Yeelight Pro Lightbar is excellent. It has a remote that works perfectly, a separate backlight. I wanted to buy the BenQ, but a friend recommended the Yeelight. My monitor has a light „hump“ on the back, but it still fits fine. It‘s great for working and gaming. My eyes are less strained! Oh, the backlight is either RGB (customizable) or normal lighting, another nice feature. Hope this helps.",,3,0,,,
2023,"I love your approach to your video. Nice and calm and honest. That is all of us want on YouTube. I sorry but all these shills drive me nuts. I can read right through their BS. Please do not change a thing. I know all the YouTubers out there want hits and act like their reviews are not paid but we all know the truth. If a manufacture is giving the reviewer an item and they give a bad review they and other manufactures will not come back. We are not stupid. Well, at least most of us.",,1,0,,,
2022,"Ha! That sneaky little ending comment. 

Funny how this popped up and I was just thinking about a light bar this morning. Sounds like someone is listening",,1,0,,,
2022,If only I didn’t have an old iMac. I love the way these make the desk light up. Now I’m looking at tower lights for beside the iMac instead.,,1,0,,,
2023,Bro how do you not have more followers,,1,0,,,
2022,Great Video! I was wondering where is your desk pad from? I am looking for one.,,1,0,,,
2022,"Enjoyed the comparison video. The BenQ ScreenBar definitely a meme at this point with how popular it is and how often you see in desk setup photos. It's good quality though, but it's nice you were able to show an alternative to it.",,8,0,,,
2023,I personally own the Baseus & BenQ screen bar over a year now with heavy usage. I purchased the BenQ because of the great reviews and figured it will be a good fit for my BenQ monitors staying in the eco system but the baseus has been much better on my eyes. The BenQ after adjusting are simply too bright the only thing is that it feels more secure on the monitor and I love using  the control. Trust me you not missing anything with the BenQ.,,11,0,,,
2022,I'm fully leaning into the chill tech/photo vibes. Real ones heard the message at 6:25 without clicking this time stamp,,1,0,,,
2023,Where do you get your wallpapers from?:),,3,0,,,
2023,"I’ve read the “great review, except…” comment just yesterday. I wonder if that person has seen your video.",,1,0,,,
2023,Excellent video. Thank you very much. What are your thoughts on these two lightbars compared to Xiaomi's?,,1,0,,,
2025,"I just got the baseus lightbar as a gift, didnt expect it to pinch the screen so hard. Luckily, I had some lego laying around and just attached it to a lego block instead of the monitor, works just as well.",,0,0,,,
2022,Had the benq on my list for the longest but that may change now,,1,0,,,
2022,I really like the floor lamp you had beside your desk.  Can you please let me the name of that product?,,1,0,,,
2022,Can you please review thw xiaomi light bar?,,1,0,,,
2022,Time to return ur benq now that you got this video done,,0,0,,,
2023,"Ta for the vid.
You and floss Bros?",,0,0,,,
2023,"Went here after receiving a reply regarding your Asus ProArt post. I guess it's safer not to put a light bar on my set up, unless I can find one where I can just put it ""on"" my monitor and not actually clamping it. Thank you so much for your insights!",,1,0,,,
2022,"I have Baesus one, it is so tight on my thin bezel monitor",,1,0,,,
4年前（修改过）,I used this beasus light bar at the kitchen,,1,0,,,
3年前（修改过）,I just got my Yeelight Light Bar Pro today for 75.64 dollars. I'd rather have this one that either of those. Those two light bars don't even have RGB. Eeeeeewww! yuck!,,0,0,,,
2022,This is a great review. Question though. I have a stacked monitor layout and my second monitor is at a 45 degree angle on my desk. Would you still recommend a light bar?,,1,0,,,
2023,"my monitor is two inches thick behind, I doubt either will fit",,0,0,,,
2022,Was thinking about taking the plunge. My question is where is your tower? Ive heard the benq cord is really short. Is your cord plugged into the tower or the monitor?,,1,0,,,
2024,Does the face get illuminated enough to be seen on a video call on zoom or Teams? Can I get rid of a desk lamp which I use for illuminating my face.,,1,0,,,
2023,where do you get the wallpaper,,1,0,,,
2023,"What's the mouse, keyboard pad that you're using?",,1,0,,,
2023,Is light bar important for monitor  ? Will it help in eye protection ?,,1,0,,,
2022,main point is if any of these lights have glare on monitors while working... no one is covering this point,,0,0,,,
2023,can i have it for free,,0,0,,,
2023,what desk do you use?,,1,0,,,
2022,Where  do you release your wallpapers,,1,0,,,
2023,Is the light bar safe for frameless monitors?,,2,0,,,
2023,which mousepad is that?,,1,0,,,
2023,"the video is informative and helpful. But the way it's edited in slow motion (maybe it's just how I feel), and your voice made it sound like it's some documentary or horror movie at the beginning feels odd. It doesn't fit the theme of the type of video is what I meant. I hope I don't come off sounding harsh on the comment.",,1,0,,,
2024,"hey , is it still working fine ?",,0,0,,,
2024,"It's wild how some ppl are able to afford expensive monitors, but then they want to cheap out on lighting. ️",,0,0,,,
2023,You bought it from Amazon to make a video then you're gonna return it right ;) smart haha.,,0,0,,,
2023,"Get the xiaomi, problem solved",,0,0,,,
7个月前（修改过）,My guy is trying his best to sell Benq while staying neutral at the same time. I have gut feeling this is sponsered content but yeah why not if the guy is not being overly biased.,,0,0,,,
2022,BOSS ! THX,,1,0,,,
2022,"動画の中で使われているオフィスチェアは何でしょうか？
見た目もいいですし、すごく気になりました。
ぜひ紹介してください。",,2,0,,,
2023,これ良いよな   でも俺すくりんばー式でIMACで使ってるんやけど 1日ぐらいたったあと手前に傾いてくんのなんなのw,,0,0,,,
2023,モニターライトって、普通に勉強とかにも使えますかね…このライトは光量ありそうだけどそれでも使ってみないとなんともですね。quitisとかイケるのかな…,,0,0,,,
2022,新型iMac(カラフル)なものに使用した場合、フロントカメラに干渉しないでしょうか？かなりのユーザーがベゼルレスに乗り換えてると思うのですが全くレビューがないのが気になります。,,1,0,,,
2023,ご指摘の組み合わせを真似させて頂こうと考えている者です。一つ教えて下さい。L字のUSB-C-USBAケーブルに変更して使用する事は出来ますか？その場合、カメラが置きやすくなるとかないですか？,,0,0,,,
2023,9:06スクリーンバーの電源ずっとオンだと何かしら問題というかデメリットありませんか？電気代が微々たるほどだけど増えるなど細かいとこでもいいので教えてもらえたら嬉しいです,,1,0,,,
2023,"スタバ店内で日傘笑いました
参考にします",,1,0,,,
2023,ライトのオンオフをモニターのオンオフと連携させるとあるのですがどういったやり方で行えばよろしいでしょうか。,,0,0,,,
2022,"こないだ買って使ってます。個人的デメリットを勝手に補足します。

・自動調光
当然、本製品の真上の光を基準に調光される。よって、天井照明によってできた自分自身の影は反映されない。つまり、自動調光では手元が暗いと感じた。
公式HPに""自動的に500ルクスに照らします""とあるが、それは影がない真下の話。実際にアプリで計測したが、席を外すと500ルクス前後、席に座ると自分の影ができて暗くなる。
天井照明との位置関係で、机に自分自身の影がある環境の方は無意味な機能となるため注意が必要。

・不自由
本製品で光沢紙の印刷物等を見ると光が反射して見づらい。アームのあるデスクライトであれば光を印刷物の真上に持っていくことで対処できるが、これはできない。

本動画で挙げられていたデメリットと上記が問題ないようでしたら、スクリーンバー式のデスクライトとして優秀だと思います。",,10,0,,,
2023,"裏側のLED設定などきれいにできていますね。
HueのLETテープ及びバーについて動画作って頂けませんか？きれいにできていますので、参考にしたいとおもいます。
私がHueのStrip/テープ/バーどちにしようか迷っています。どちも高いからね",,0,0,,,
2024,"だいぶ前の動画にコメントすみません
「明るさが足りないなら部屋を明るくすればよくね？」ってずっと思っているのですが、スクリーンバーを導入すると何が良くなるか教えて頂きたいです
(本当に疑問で煽るつもりなど微塵もありません)",,0,0,,,
2023,37.5インチ曲面とのことですが、厚みはどれぐらいでしょうか？私も初代を購入したいのですが曲面モニタなので気になっています？,,0,0,,,
2022,デスクのおすすめ時計とかないですか？,,0,0,,,
2022,"影響されてテープライトとモニターアームとモニターライトを買ってしまった者です。最高です！

ところで、この最高の音楽はどこからダウンロードできるのでしょうか？自分でBGM探しの旅に出ていたのですが、先ほど無念の帰国となりました。",,0,0,,,
2023,"その画面はいくらぐらいするんですか？
かっこいいな",,0,0,,,
2022,"いろいろ自分と同じです。
スクリーンバーを上位モデルにしない理由2つが、一緒です。

ただ、このライトは、角度を手前側にして、範囲を広げたいけど、光源が気になる。角度を奥にし過ぎると範囲が狭くなり手元が暗い。光源は気にならないけど。

web会議で使ってるマイクは何ですか？
高いコンデンサー2つ買ったけど、感度が良すぎでホワイトノイズが相手に聞こえるのが気になるので、ダイナミックのシュアーmv7を買うつもりです。USBで繋いで、ダメだったら、ヤマハag03を買うつもりです。",,2,0,,,
2024,EIZO FlexScan EV3895の画面に光が干渉しませんか？,,1,0,,,
2022,"くたびれたじゃがいものような顔面笑
ユーモアを含めつつ論理的なレビュー楽しく拝見してます。次の動画も楽しみにしております！",,8,0,,,
2022,早速注文しました！マットカラーと、リモコンなしに惹かれて、自分も初代にしました！,,1,0,,,
2024,great review... i just ordered the Quntis,,6,0,,,
2025,"Thanks for the video, I just purchased the Halo.",,1,0,,,
2024,Thanks for the review! Just what I wanted to know. Going with the BenQ cuz of remote and more premium feel.,,1,0,,,
2年前（修改过）,Great review . Can you please tell me what music in the video?,,1,0,,,
2025,Is there a difference in the cut off angle of the front ligjt shade. I noticed when sitting in front of some light bars i can see the actual LEDs inside the lamp and its too bright for my eyes vs other lamps where the shade extends a little further and therefore covers the bulbs. Thanks!,,0,0,,,
2025,"I was looking for a light source to attach to my screen to illuminate my face for video calls and found this. I wonder, why would want such light on top of the screen, when you can have a beautiful desk lamp that you can adjust any way you want? I also have a ceiling lamp that illuminate my desk quite a lot. I think it's also better for your eyes you have more light in the room than just on your keyboard.",,1,0,,,
2024,"Thank you for this video! As a light-nerd and someone who works with LED at a daily basis, the Quntis seems to have a greener hint in the light. This is something I really dislike. Might have to go with the benq. How was the glare? The frosted Quntis should be less harsh, did you notice that?",,4,0,,,
2024,"The Quntis also goes lower, which is a plus IMO. I also liked the light color a bit better and did decide against the BenQ.",,8,0,,,
2024,"Excellent video. Do you think angling the light would be fine with both on a 43” monitor?  My main goal is lighting up my desk and reducing eye strain, so don’t want any of the light to glare off my screen.",,1,0,,,
2024,"Hello. Do you think Quntis is a suitable choice for the LG UltraWide 34WQ75C monitor? Also, I'm curious if it would cause any damage to the monitor's screen or edges?",,1,0,,,
2024,"it seems the BenQ has a softer light projection than the Quntis... I actually like it more, but not enough for the price difference.",,4,0,,,
2024,"Great video, I wish Quntis was available in Europe. Can't find it here:(",,1,0,,,
2024,"The Quntis seems to be hitting your left monitor a lot and lighting it up way more than the Benq does. Is this angle adjustable, or is it just a bad design where it's not cutting the light at the screen?",,8,0,,,
2024,whats that background? if its on wallpaper engine what is the name?,,0,0,,,
2024,"What about light glare onto the monitor - especially at the top, near the light bar? I've heard the Ben-Q has a more defined cut-off and keeps the light glare off the monitor. Is that true? If so, in real-world usage, has it mattered to you? .. Also, is the ""wake-up"" feature of the Ben-Q remote annoying at all? .. Thxs.",,4,0,,,
2023,"Awesome... as I was watching your review I just installed and lit up my Quntis Pro+... on a Benq 34"" PD3420Q wide linear (not curved) monitor and it's awesome. I've been a brand ""hoe"" most of my life... but honestly see no benefit to spend that extra $110 for the Halo.... That back-light feature is not something I would use, however, if money is no object AND you want to minimize desktop clutter and also want to keep from adding an additional light to create that back light, then the Halo would be your choice. All other things aside, the Quntis fits the bill : )",,3,0,,,
2024,How do they plug in?,,1,0,,,
2026-04,"I think you missed a key point regarding the benq, the light is designed to not shine in the monitor and the quntis is not specifically designed this way which means light does hit the monitor from the quntis. How on earth you managed to miss the only point that actually matters is kinda shocking,",,0,0,,,
2024,五年前買的BENQ ScreenBar到現在都還是我超重要的燈具，改善很多我看螢幕的刺眼感，沒想到現在出了Pro版本，能用這麼久都還沒壞的產品一定值得,,14,0,,,
2024,的确是不错的物件，尤其看重，临时顶拍灯。小物件随手拍,,0,0,,,
2024,保護眼睛、鞏固牙齒、康喜健鈣我最愛...,,6,0,,,
2年前（修改过）,有點好奇有沒有人有與BenQ WiT ScreenBa比較的,,0,0,,,
2024,說真的 用這個再用3C產品比起什麼葉黃素保護貼更實際,,14,0,,,
2024,"最近剛好在考慮BENQ的螢幕燈!!!
因為用一般檯燈打量電腦會反光+很刺眼
感謝杰克森介紹~ 果斷買下去 XD",,2,0,,,
2年前（修改过）,03:49 手刀下訂！,,3,0,,,
2024,這樣用還是傷眼，正確做法是打開房間燈,,22,0,,,
2024,我用這隻幾個禮拜了，原本房間燈太暗，螢幕看得很不舒服，放檯燈螢幕會反光，桌子又佔空間，有這個真的很方便，上述的困擾都解決了。 按自動功能不用煩惱怎麼調整，然後入席偵測到現在還沒習慣，所以會覺得很貼心，真的4290塊很值得，送的咖啡卷三張我一次點三杯喝完了哈哈。,,13,0,,,
2024,halo使用中 配合螢幕本身的usb使用的話可以達成開螢幕亮掛燈 關螢幕掛燈一起熄滅的效果很方便哈哈 但pro的自動偵測還是挺有趣的~,,0,0,,,
2年前（修改过）,我原本在觀望這個東西的，因為以前買了一隻結果觸控按鈕壞了⋯⋯ 但既然大哥推薦我再買一次好了！,,0,0,,,
2024,"3:23 
看來傑克森也被智能服務給征服了
不過比較希望智能服務幫你開個室內燈",,0,0,,,
2024,哪時候會出Pro Halo需要後方那顆氣氛燈,,3,0,,,
2024,"原本覺得這種東西是智商稅,但是因為某些關係我也買了BenQ的銀幕燈,用過才知道真的能減少眼睛疲勞感很多
我有兩個螢幕燈平常小孩讀書時也會拿去用,比之前的飛利浦檯燈還喜歡",,0,0,,,
2024,這東西的缺點就是貴而已，但覺得貴是我的缺點,,2,0,,,
2024,我也是買2支，辦公室和家裡各1支，好用，結果我有6杯咖啡可喝,,0,0,,,
2024,可以喔，應該全公司都來一盞,,1,0,,,
2024,我的是帶線控那款，啥都好就是覺得那組線控有點定day，說是有光感應器沒錯，但用到最後都被我趕來趕去，看來我比較適合沒控制器的,,3,0,,,
2024,影視人都是孤單的，所以我也有螢幕燈,,0,0,,,
2024,雖然BenQ貴的有道理，但是真的好貴,,0,0,,,
2026-04,我用iMac，請問佢會阻擋電腦上方的built in camera 嗎？,,0,0,,,
2024,我是把燈橫掛在螢幕後面 往桌面打 這樣防眩光又能調整桌面亮度,,0,0,,,
2024,我用32吋螢幕，benq screenbar pro角度調到最外還是會有一小部分的光是打在螢幕下方會造成反光。,,0,0,,,
2年前（修改过）,"掛燈用過就知道它的好!!
價錢和正在使用的HALO一樣，好險PRO沒有後燈，不燒不燒  但是HALO無線旋鈕要換三顆四號電池有點小麻煩",,2,0,,,
2025,"看完真的好吸引我
想請問他的電源線夠嗎
如果是螢幕支架隨時會移動的不知道適不適合。
還有就是舊一代的有看到說明書說不支援的hub不要接。新版的不知道有硬體沒有電流保護的改良。",,0,0,,,
2年前（修改过）,"我的是用halo 超好用
價格高了點，但絕對值
我個人是習慣房間燈也會打開
容易發現螢幕很髒是真的 感同身受 哈哈
                            
有時用手機想簡單分享個什麼東西，
Screenbar就超好用的，拍出來就很有質感。

電腦重度使用者，真心覺得不要猶豫了，眼睛很重要
連螢幕我都是買BENQ 護眼螢幕",,4,0,,,
2024,"我是香港人
家中用 Halo，公司用 Pro
我想了差不多一年的時間要不要買這個東西
跟朋友討論了，跟自己視光師溝通過
最後還是買了 Halo
我有做過測試，用了 Halo 兩小時之後，眼睛真的舒服一點，沒用的時候，眼睛會累一點
所以我覺得是值得的

視光師有跟我說，除了 Benq 這個值得買，其他品牌就不要買，智商稅太貴了

最後剛買了 Pro 放在公司
我的同事都笑我是白痴，錢太多，但一個白領每天對著電腦 8 個小時，真的累
香港的工時又太長，還是花點錢買下來吧

P.S. 我都有食葉黃素，長年算下來真的貴 XD",,7,0,,,
2024,長時間看電腦眼睛真的很容易疲勞，想請問在明亮的室內環境，還有使用的需要嗎？,,0,0,,,
2024,想知道用螢幕掛燈時做螢幕校色跟修圖時到底要不要打開來，雖然自己有在用螢幕掛燈但真的要做修圖的時候反而會把它關掉，總感覺有點本末倒置,,1,0,,,
2024,看了好心動 但好險不論白天黑夜我都會開著房間的燈玩電腦 省了四千(?,,0,0,,,
2025,爲啥我用了反而視疲勞更加厲害了，,,0,0,,,
2024,"想問大家
從來沒入手過的人，會建議買
ScreenBar Pro 還是 ScreenBar Halo ？",,4,0,,,
2024,少了無線控制器跟後方氛圍燈 價錢還跟halo一樣啊？哪看起來可以繼續用halo了,,0,0,,,
2年前（修改过）,正常使用時會恨容易看到螢幕上的灰塵嗎,,0,0,,,
2024,忽然覺得用我Anglepoise Type75來做螢幕燈好像太浪費了。,,0,0,,,
2024,我覺得杰克森不開燈只是因為很客家...,,0,0,,,
2024,好奇Benq入門款2千多到pro版4千多，使用差異會很明顯嗎？,,0,0,,,
2025,如果使用反光鏡面螢幕 用這個會反光？,,0,0,,,
2年前（修改过）,"Benq 家的 Wit 跟 halo 總共買過三次，也有拍過開箱影片。我覺得 halo 的無線控制器才是不實用的噱頭，入席自動開燈實用多了，要無線的話還不如直接支援 matter 標準。希望下次要買第四次的時候、已經有入席自動開燈+背光燈的版本。

另外，screenbar 充當開箱攝影燈可能會有個缺點：某些角度會拍到 screenbar 本體的倒影，尤其是那種有塑膠包膜、鏡面螢幕的物品",,0,0,,,
2025,這種 曲面螢幕可以用嗎,,0,0,,,
2024,雖然貴，但用了2年真的不後悔！,,0,0,,,
2024,好纠结要买pro 还是halo,,0,0,,,
2024,螢幕會有反光的問題嗎？,,0,0,,,
2025,謝謝分享! 我的也是Screenbar ，最近螢幕換成BenQ GW2790QT，所以也想換成白色的螢幕燈。,,3,0,,,
2024,謝謝您用心的詳細比較與分享:D,,1,0,,,
2024,"這款螢幕燈看好久了但是跟螢幕的顏色不搭配，現在終於出白色了

評測的非常詳細，謝謝你的用心",,1,0,,,
2024,感謝分享。直入主題，非常客觀！,,2,0,,,
2025,簡單好懂，五告讚,,1,0,,,
2025,"感謝分享, 我現在用的plus版, 本體應該跟一代的設計是一樣的,只是多了線控開關, 有點想換了~",,1,0,,,
2024,內容很仔細，同樣是一代用了應該4-5年，有點想換這一代，不想換有桌面控制器的,,4,0,,,
2年前（修改过）,只能說1到現在的4代，曲面螢幕還是沒能研發出來，比如說一根可以凹之類的哈哈哈,,2,0,,,
2年前（修改过）,影像手持滿晃的，看起來舒適度降低很多，看要不要加個穩定器之類的,,0,0,,,
2025,2025不曉得是否會出新版,,0,0,,,
2024,"前幾天收到 他那個歪斜的問題我這隻好像也有一點
但又沒有你的這麼嚴重 有點糾結要不要換",,0,0,,,
2025,"今天總算入手screenbar pro 幫忙補充兩點資訊
1. 接usb3.2 gen2 typec 瓦數是夠的 目測跟接15W專用頭的亮度一樣 並且不會閃爍（給不想多接插座的人參考）
2. 把平板平放在桌面上閱讀的情況 測試後發現 要把平板擺進去一點 就不會反射到光線（因為燈珠位置關係 越往身體這邊擺反而會反射）",,3,0,,,
2024,"想請問 您是用什麼方式接電的呢？這代改typeC 但我想多數螢幕都沒有typeC孔 是買c轉a的頭來轉接嗎？
以及 這代的功率改成5V 1.7A  螢幕的usb3.0供電餵的飽嗎..？ 而且還要經過轉接 怕瓦數不足",,0,0,,,
2024,我最近買了 我用他的自動調光模式 家裡房間普通單支長條日光燈 開啟會自動3格亮度(我體感是蠻亮的了) 然後我把日光燈關閉的話 他自動調光模式 燈光亮度是一樣在3格亮度(我體感是蠻亮的了) 請問你使用上開啟自動調光模式 你使用情境 關家裡日光燈跟家裡日光燈你的BenQ ScreenBar Pro亮度會有差別嗎 幫我測試看看,,0,0,,,
2024,比較喜歡有控制器的，因為我的曲面螢幕夾起來並不是很穩，燈的重心比較容易往前傾，如果再加上是燈管觸碰控制的話，碰幾次可能時不時就要調位置了,,2,0,,,
2024,居然是Lumix GM1耶,,1,0,,,
2024,"筆電可以用嗎??
是否可以推薦筆電用的掛燈??",,0,0,,,
2024,請問你往前看螢幕  會看到那個燈管裡面的燈嗎,,1,0,,,
2024,您測試最小亮度的方式似乎不太標準，您在未開掛燈的狀況下室內已有98LUX，後來測出的亮度應該含有原本的98LUX。請問PRO和之前的版本相比，是PRO的最低亮度比較低嗎?我不希望太亮，小米最低亮度還有超過140LUX，我在考慮要不要換BENQ，如果您方便的話，能不能幫我測試房間燈全關只開掛燈的情況下，PRO版最低中心照度多少，謝謝您,,0,0,,,
2024,使用時會恨容易看到螢幕上的灰塵嗎,,1,0,,,
2024,總覺得這個價錢是交給智商稅,,1,0,,,
2024,測的很專業，謝謝解惑我的購買疑慮,,4,0,,,
2024,我有買舊款   然後  沒有點亮過幾次   不知道買幹嘛用,,1,0,,,
2024,17吋筆電可以用嗎?,,0,0,,,
